timestamp,username,date,coordinates,keywords,reflections
3/30/2021 20:05:05,pzai,3/30/2021,"-1, 5","Anxious, tense","I’m feeling veri anxious today, not a good day"
3/31/2021 21:23:46,pzai,3/31/2021,"-2, 4","anxious, nervous",again another day with anxiety.
4/2/2021 15:03:42,pzai,4/1/2021,"-1, -4","bored, tired","i was bored all day, I have nothing to do"
4/2/2021 22:38:59,pzai,4/2/2021,"1, -5","calm, bored","I feel calm and bored during the day, it was a normal day"
4/3/2021 20:44:19,pzai,4/3/2021,"3, -5",Calm,"Calm day, I played games all day lol"
4/4/2021 20:52:18,pzai,4/4/2021,"-3, 4","Anxious, tense",Feeling very anxious and tense today
3/7/2021 0:55:43,refinedcrusader,3/6/2021,"2, -4","Relaxed, Calm, Happy","Hours before getting ready to go to work, just waking up—relaxed."
3/8/2021 1:01:00,refinedcrusader,3/7/2021,"4, -1","Content, Happy","Same as yesterday, on a stretch of days working. Listening to music before work."
3/9/2021 3:10:30,refinedcrusader,3/8/2021,"5, 3","Happy, Excited, Relieved","Had a great day, got vaccinated for COVID."
3/9/2021 19:06:59,refinedcrusader,3/9/2021,"-1, -5","Tired, Excited","Didn't sleep too well this morning after I got off from work. Woke up a little early, naturally. Excited because of being able to get an Xbox Series S today, so that was pretty cool."
3/11/2021 0:46:56,refinedcrusader,3/10/2021,"5, -4","Relaxed, happy, excited","First day off from work in a week, ended up seeing an old friend by surprise today. It was a good day."
3/12/2021 0:51:01,refinedcrusader,3/11/2021,"3, 1","Relaxed, Slightly worried","It was a good day. I had to provide my opinion on a work issue that may negatively effect someone I manage, due to their own fault,, and so for a little bit today I felt worried about that. I'd prefer to not see something unfavorable happen, but it is what it is—I suppose."
3/13/2021 0:39:30,refinedcrusader,3/12/2021,"4, 4","Content, Excited",It was a generally good and normal type of day. Great interactions with those I did interact with.
3/14/2021 0:36:28,refinedcrusader,3/13/2021,"-2, 4","Relaxed, Upbeat, Content",It was a good day.
3/15/2021 0:58:11,refinedcrusader,3/14/2021,"-3, 4","Content, Satisfied","Ran a couple of errands, had great interactions, got back into watching my favorite show—Stranger Things. It was a good day."
3/16/2021 0:57:56,refinedcrusader,3/15/2021,"-1, 1","Annoyed, Excited, Curious","It was Monday, back to work and dealing with the events that happened when I was off."
3/17/2021 1:52:15,refinedcrusader,3/16/2021,"-1, -5","Tired, Content",Facing another stretch of nights working.
3/18/2021 1:57:40,refinedcrusader,3/17/2021,"4, -4","Relaxed, Calm",It was a good day.
3/19/2021 1:13:13,refinedcrusader,3/18/2021,"5, 4","Excited, Happy",Excited for the release of Zack Snyder's Justice League.
3/20/2021 4:36:14,refinedcrusader,3/19/2021,"5, 4","Excited, Happy, Content",
3/21/2021 1:49:38,refinedcrusader,3/20/2021,"-1, 4","Nervous, ""Okay"", Worried",Just worried about work stuff.
3/22/2021 1:22:22,refinedcrusader,3/21/2021,"3, -4","Calm, Relaxed",Getting closer to finally a day off.
3/23/2021 1:45:02,refinedcrusader,3/22/2021,"4, 4","Excited, Happy",
3/24/2021 8:53:44,refinedcrusader,3/23/2021,"-1, 2","Stressed, Nervous","Work, of course."
3/25/2021 1:00:20,refinedcrusader,3/24/2021,"-1, -5",Tired,I usually am really tired on my first day off.
3/26/2021 1:53:13,refinedcrusader,3/25/2021,"5, -1","Chill, Relaxed, Content",It was a good and calm day.
3/27/2021 0:55:15,refinedcrusader,3/26/2021,"5, 3","Excited, Content, Happy",It was a good day.
3/28/2021 0:59:41,refinedcrusader,3/27/2021,"6, 3","Happy, Content, Excited",A great day!
3/29/2021 0:42:36,refinedcrusader,3/28/2021,"6, -3","Relaxed, Chill, Happy",It was a very relaxing and calm Sunday.
3/30/2021 0:42:06,refinedcrusader,3/29/2021,"5, -1","Excited, Happy",A good day.
3/31/2021 4:09:05,refinedcrusader,3/30/2021,"6, 1","Ecstatic, Excited",
4/1/2021 7:20:49,refinedcrusader,3/31/2021,"-1, -5","Exhausted, Tired, Relaxed",Overslept. Was way too relaxed earlier in the morning.
4/2/2021 8:07:21,refinedcrusader,4/1/2021,"1, -1","Calm, Tired",
4/3/2021 2:11:07,refinedcrusader,4/2/2021,"3, -2",Content,
4/4/2021 0:58:47,refinedcrusader,4/3/2021,"3, 1",Calm. Happy.,
3/3/2021 21:39:07,rmatic,3/3/2021,"2, -4","stressed, upset",
3/6/2021 22:48:49,rmativ,3/6/2021,"-3, 5","jealous, inferior, energetic","Uninteresting day, another overthinking and stressed day. I feel like I would do better with this all energy I have."
3/7/2021 22:55:56,rmativ,3/7/2021,"1, 1","unfocused, playful, dismissed",I got up late so I didn't have to be awake almost half of the day.
3/8/2021 21:02:43,rmativ,3/8/2021,"-1, -1","worried, frustrated, powerless, isolated",
3/9/2021 22:43:03,rmativ,3/9/2021,"1, 2","joyful, hopeful, nervous, pressured",
3/10/2021 19:05:05,rmativ,3/10/2021,"-2, 2","jealous, frustrated, empty, annoyed",
3/11/2021 20:30:28,rmativ,3/11/2021,"2, 3","Aggressive, confident, aroused, stimulated",
3/12/2021 20:32:35,rmativ,3/12/2021,"2, 5","fearful, hostile, judgemental, corageous","I'm pretty sure I was about to be in danger in the streets today, and I was able to react well. I'm fine, it didn't end up in a hurt, I was so scared."
3/13/2021 21:23:58,rmativ,3/13/2021,"0, 2","empty, sceptical, anxious",
3/14/2021 23:50:34,rmativ,3/14/2021,"-1, -2","guilty, disappointed, unfocussed",
3/15/2021 21:01:49,rmativ,3/15/2021,"0, -3","hopeless, annoyed, disapproving",I came to the conclusion that I will not receive any call from my job applications
3/16/2021 19:09:59,rmativ,3/16/2021,"1, 3","joyful, aroused, thankful, fortunate","Finally a windy day, I hate the sun, perfect weather for me. Today I went to a deep reflection of what I want to do, what I want and what I will do."
3/17/2021 22:17:14,rmativ,3/17/2021,"2, 3","thankful, hopeful, optimistic, satisfied",
3/18/2021 22:08:27,rmativ,3/18/2021,"-3, 0","hopeless, desperate, helpless, impotent, guilty",
3/19/2021 23:26:18,rmativ,3/19/2021,"0, 3","ambicious, wishful, realistic",
3/21/2021 0:38:12,rmativ,3/20/2021,"4, 3","hopeful, optimistic, wishful, valued",
3/22/2021 0:10:32,rmativ,3/21/2021,"1, 2","nervous, pressured",
3/22/2021 23:57:29,rmativ,3/22/2021,"2, 5","playful, curious, satisfied, content",
3/23/2021 21:13:16,rmativ,3/23/2021,"-4, 2","nervous, anxious, unquiet, upset",
3/24/2021 21:19:37,rmativ,3/24/2021,"-4, 2","impotent, desperate, incapable, hopeless, ignorant",
3/25/2021 23:25:18,rmativ,3/25/2021,"-2, 2",nervous,
3/26/2021 22:31:37,rmativ,3/26/2021,"-2, 4","impotent, weak, nervous, unable, incapable, insufficient",
3/28/2021 22:40:48,rmativ,3/28/2021,"1, 1","relaxed, content",
3/30/2021 0:00:59,rmativ,3/29/2021,"-2, -4","incompetent, impotent, incapable, inexperienced, mad, hopeless, frustrated, lonely, weak, unhappy",
3/30/2021 22:17:52,rmativ,3/30/2021,"1, 2","healed, alleviated",
4/1/2021 23:15:42,rmativ,3/31/2021,"-1, -1","tired, nervous, ",
4/1/2021 23:21:31,rmativ,4/1/2021,"-2, -2","unproductive, tired, weak, doomed",
3/7/2021 5:33:47,robinmg,3/6/2021,"4, 4",Excited,"I went to a skate park, for the first time in years"
3/8/2021 1:44:54,robinmg,3/7/2021,"3, 5",Alert,I was driving my Porsche 911
3/9/2021 1:35:16,robinmg,3/8/2021,"-3, -5",Tired,Early morning
3/10/2021 2:56:39,robinmg,3/9/2021,"2, -1",Hurry,Trying to be on time
3/11/2021 2:33:14,robinmg,3/10/2021,"2, -1","Pretty chill, but cooking","There are two drawbacks with your method: 1. the chart is off  what do you get when you have 1, -1?) and 2. your mood varies over the day. So what to fill in?"
3/12/2021 7:17:40,robinmg,3/11/2021,"-1, 1",Irritated,"Driving home, not choosing the music I prefer"
3/13/2021 3:19:25,robinmg,3/12/2021,"3, 0",Feeling good,Driving
3/14/2021 5:35:43,robinmg,3/13/2021,"4, -4",Stoned,Vaping
3/15/2021 2:33:46,robinmg,3/14/2021,"4, -4",Relaxed,On the couch
3/16/2021 3:52:03,robinmg,3/15/2021,"2, 5",Alert,
3/17/2021 3:53:42,robinmg,3/16/2021,"-3, 4",Busy,Having to do chores
3/17/2021 20:02:20,robinmg,3/17/2021,"-1, -5",Tired,A little ill
3/19/2021 7:20:11,robinmg,3/18/2021,"-1, 3",A little tense,In training but lack of sleep
3/19/2021 20:05:49,robinmg,3/19/2021,"2, -2",Mellow,Free day
3/22/2021 2:32:28,robinmg,3/21/2021,"4, -4",Relaxed,Just chilling on the couch
3/22/2021 19:03:06,robinmg,3/22/2021,"-3, -3",Tired,
3/24/2021 4:27:22,robinmg,3/23/2021,"1, 1",Happy,Driving
3/25/2021 2:37:00,robinmg,3/24/2021,"2, -1",Relaxed,Day off
3/26/2021 2:38:50,robinmg,3/25/2021,"-2, -2",Tired,Tired yet being asked to do stuff
3/27/2021 5:27:03,robinmg,3/26/2021,"3, -1",Content,Family visit
3/28/2021 4:14:30,robinmg,3/27/2021,"3, 1",Happy,Weekend
3/29/2021 3:48:53,robinmg,3/28/2021,"4, 3",Happy,Outdoor
3/30/2021 3:53:49,robinmg,3/29/2021,"2, -1",Fine,Working from home
3/31/2021 2:26:56,robinmg,3/30/2021,"3, 0",Pleasant,Sunny
4/1/2021 1:46:04,robinmg,3/31/2021,"4, 1",Chilled,Sunny
4/2/2021 3:29:17,robinmg,4/1/2021,"2, 0",Ok,Working
4/4/2021 19:13:05,rust_in_peace_6,4/4/2021,"4, 1",Happy,
3/7/2021 8:01:30,rust_in_peace_6,3/6/2021,"4, 4",Excited,"Felt excited about working then at the end of the day felt relaxed after watching ""Perfect Blue"""
3/7/2021 18:05:41,rust_in_peace_6,3/7/2021,"5,5",Happy,"It was a chill day, worked on my assignments and feeling happy"
3/8/2021 18:35:20,rust_in_peace_6,3/8/2021,"2, -3",Relaxed,Uneventful day
3/9/2021 17:49:05,rust_in_peace_6,3/9/2021,"3, 1",Happy,"My pc was down today, didnt scrobble that much"
3/10/2021 18:52:30,rust_in_peace_6,3/10/2021,"4, 1","Happy, pleased",Pleased how the day turned out
3/11/2021 19:46:37,rust_in_peace_6,3/11/2021,"3, 1",Happy,
3/12/2021 17:14:23,rust_in_peace_6,3/12/2021,"1, -4",Tired but relaxed,"long day of zoom classes, feeling tired but good and relaxed"
3/13/2021 18:56:26,rust_in_peace_6,3/13/2021,"3, -4",Pleasant and calm,A day to relax
3/14/2021 20:48:43,rust_in_peace_6,3/14/2021,"4, 1",Happy,"Took the day to do some exercise and spend time with my bro, feels good"
3/15/2021 18:38:39,rust_in_peace_6,3/15/2021,"-1, -5",Tired,"long day of zoom meetings and work, feeling tired"
3/16/2021 19:02:37,rust_in_peace_6,3/16/2021,"3, 2",Happy,A productive and good day in general
3/17/2021 19:07:20,rust_in_peace_6,3/17/2021,"4, 2",Very happy,Things went smooth today
3/18/2021 19:04:50,rust_in_peace_6,3/18/2021,"-1, -6",Tired,"long day of work, got a major project done so im tired but kind of happy it is done already"
3/19/2021 19:09:12,rust_in_peace_6,3/19/2021,"4, 0.5",Happy,Day went pretty good
3/20/2021 19:52:06,rust_in_peace_6,3/20/2021,"5, 1",Happy,
3/21/2021 19:35:41,rust_in_peace_6,3/21/2021,"5, 1",Happy,
3/22/2021 18:49:28,rust_in_peace_6,3/22/2021,"4, 1",Happy,A nice day of work
3/23/2021 20:27:51,rust_in_peace_6,3/23/2021,"2, 1",Happy,
3/24/2021 19:07:38,rust_in_peace_6,3/24/2021,"3, -4",Relaxed,"worked in the morning, took the afternoon to rest and relax"
3/25/2021 19:05:50,rust_in_peace_6,3/25/2021,"2, -5",Calm,
3/26/2021 20:42:56,rust_in_peace_6,3/26/2021,"5, 1",Happy,"Teacher told me my work was near perfect, easter holidays starts today, feels good"
3/27/2021 19:51:29,rust_in_peace_6,3/27/2021,"4, -4",Relaxed,
3/28/2021 19:14:53,rust_in_peace_6,3/28/2021,"4, 1",Happy,
3/29/2021 19:50:37,rust_in_peace_6,3/29/2021,"5, 1",Happy,
3/30/2021 19:01:27,rust_in_peace_6,3/30/2021,"4, 1",Happy,
3/31/2021 19:07:15,rust_in_peace_6,3/31/2021,"5, 1",Happy,
4/1/2021 19:28:24,rust_in_peace_6,4/1/2021,"5, 1",Happy,
4/2/2021 20:35:12,rust_in_peace_6,4/2/2021,"3, 1",Happy,
4/3/2021 20:02:43,rust_in_peace_6,4/3/2021,"2, 1",Happy,
3/6/2021 23:19:03,sandz25,3/6/2021,"-4, -2","sad, tired",
3/8/2021 19:16:44,sandz25,3/7/2021,"-2, -4",overall meh,
3/8/2021 1:32:23,sandz25,3/8/2021,"-6, -2",sad,
3/10/2021 2:13:30,sandz25,3/9/2021,"5, 0",Pleasant,
3/10/2021 23:34:00,sandz25,3/10/2021,"0, 0",Neutral,
3/12/2021 13:34:08,sandz25,3/11/2021,"3, 4",Excited,
3/15/2021 3:57:21,sandz25,3/12/2021,"3, 4",Excited,
3/13/2021 19:32:04,sandz25,3/13/2021,"0, 0",Neutral,
3/15/2021 3:57:06,sandz25,3/14/2021,"0, 4",Nervous/excited,
3/16/2021 10:05:35,sandz25,3/15/2021,"-3, -5",Tired,
3/17/2021 3:49:09,sandz25,3/16/2021,"-6, 0",unpleasant,
3/21/2021 13:00:54,sandz25,3/18/2021,"-5, 3",stressed,
3/21/2021 13:01:16,sandz25,3/19/2021,"-6, 1",upset,
3/21/2021 13:01:44,sandz25,3/20/2021,"-6, 0",sad,heartbroken :  
3/21/2021 19:15:48,sandz25,3/21/2021,"-5, -1",upset,
3/25/2021 19:25:53,sandz25,3/23/2021,"0, -6",disinterested,
3/25/2021 19:26:18,sandz25,3/24/2021,"-6, -6",broken,
3/17/2021 20:11:47,sandz25,3/17/2021,"-3, -4",Meh and tired,
3/25/2021 19:26:41,sandz25,3/25/2021,"-5, 1",upset,
3/26/2021 19:41:26,sandz25,3/26/2021,"-6, 1",upset,
3/27/2021 13:53:32,sandz25,3/27/2021,"-3, -5",tired,"i feel like you should do ""list all that apply"""
3/29/2021 14:59:27,sandz25,3/29/2021,"0, 0",many emotions?,
3/30/2021 0:10:13,sandz25,3/30/2021,"6, 1",happy,
3/31/2021 23:33:05,sandz25,3/31/2021,"6, 1",happy,
4/3/2021 13:52:31,sandz25,4/1/2021,"6, 1",happy,
4/3/2021 13:52:48,sandz25,4/2/2021,"6, 1",happy,
4/3/2021 13:53:04,sandz25,4/3/2021,"6, 1",happy,
3/7/2021 0:11:05,silverdogface,3/6/2021,"0, 2","Happy, stressed",
3/7/2021 22:58:22,silverdogface,3/7/2021,"-5, -3",Depressed,
3/8/2021 20:01:24,silverdogface,3/8/2021,"-5, 0",Streesed depressed,
3/9/2021 22:48:31,silverdogface,3/9/2021,"-5, -1",Stressed,
3/12/2021 7:48:06,silverdogface,3/11/2021,"1, 1",Happy,
3/13/2021 9:48:45,silverdogface,3/12/2021,"-3, 2",Stessed,
3/13/2021 19:01:27,silverdogface,3/13/2021,"2, 2",Alert,
3/14/2021 23:50:15,silverdogface,3/14/2021,"-4, 3",Nervous,
3/16/2021 8:37:31,silverdogface,3/15/2021,"-5, -3",Depressed,
3/16/2021 23:45:08,silverdogface,3/16/2021,"-3, -4",Tired,
3/18/2021 20:25:52,silverdogface,3/18/2021,"1, -1",Content,
3/20/2021 0:47:15,silverdogface,3/19/2021,"-2, -5",Tired,
3/21/2021 10:22:11,silverdogface,3/20/2021,"3, 1",Happy,
3/21/2021 22:30:53,silverdogface,3/21/2021,"2, -3",Calm,
3/22/2021 19:12:58,silverdogface,3/22/2021,"-2, 1",Upset,
3/23/2021 20:03:16,silverdogface,3/23/2021,"-1, 1",Upset,
3/24/2021 19:20:45,silverdogface,3/24/2021,"3, 1",Happy,
3/25/2021 20:23:36,silverdogface,3/25/2021,"-2, 2",Tense,
3/26/2021 19:29:05,silverdogface,3/26/2021,"2, 1",Happy,
3/28/2021 1:01:28,silverdogface,3/27/2021,"-2, -1",Sad,
3/29/2021 23:20:15,silverdogface,3/29/2021,"3, 1",Happy,
3/30/2021 20:54:05,silverdogface,3/30/2021,"2, -1",Content,
3/31/2021 23:50:37,silverdogface,3/31/2021,"-2, -2",Tired,
4/1/2021 22:10:15,silverdogface,4/1/2021,"-1,- 3",Tired,
3/5/2021 20:48:49,simpliciaa,3/5/2021,"1, -5","Okay, Tired, Mellow","Restless nights, looking forward to the weekend."
3/6/2021 23:14:08,simpliciaa,3/6/2021,"2, -1",Content,
3/8/2021 1:06:48,simpliciaa,3/7/2021,"3, 0","Happy, Calm",It was nice out today so I spent time outdoors with my family.
3/9/2021 1:02:28,simpliciaa,3/8/2021,"-2, -5","Tired, bored",
3/9/2021 22:15:35,simpliciaa,3/9/2021,"-4, 1","Stressed, tired, upset",
3/10/2021 23:07:17,simpliciaa,3/10/2021,"-1, -3",Depressed,Today was not a good day for me
3/12/2021 0:21:29,simpliciaa,3/11/2021,"-1, -1","average, boring, dull, grey",Achieved nothing today except for a tedious test. Home all day as has been the usual for the past year.
3/15/2021 22:58:13,simpliciaa,3/12/2021,"0, -5","Depressed, sad, over stimulated",my day truly did not go how I wanted it to
3/15/2021 22:59:45,simpliciaa,3/13/2021,"0, -4","Depressed, troubled",another rough day
3/15/2021 23:01:22,simpliciaa,3/14/2021,"3, -5","Stressed, tense, upset","My brother overdosed but came home shortly after, he is upset"
3/15/2021 23:02:54,simpliciaa,3/15/2021,"0, -6","hopeless, depressed",My brother just died. I don't know what to do.
3/17/2021 0:37:20,simpliciaa,3/16/2021,"-1, -5","solemn, sad, somber",Reflecting on my brother's death. Trying to live a normal day.
3/7/2021 22:39:01,smilysimon,3/6/2021,"3, -5",calm,
3/7/2021 22:41:13,smilysimon,3/7/2021,"-3, -5","tired, sleepy",had 3 hours of sleep the night before and 6 hours of work along with more schoolwork to do after my shift ended
3/8/2021 23:03:58,smilysimon,3/8/2021,"5, 1","happy, chill",it was a productive day :)
3/10/2021 0:53:44,smilysimon,3/9/2021,"5, -1",chill,nothing much happened today
3/10/2021 22:20:42,smilysimon,3/10/2021,"6, 2",happy,mar10 it's mario day!!!
3/11/2021 22:45:29,smilysimon,3/11/2021,"6, -2",chill,i slept a lot
3/13/2021 9:39:51,smilysimon,3/12/2021,"5, 1",happy,i slept a lot
3/13/2021 22:22:20,smilysimon,3/13/2021,"5, 0",chill,lots of homework : 
3/15/2021 4:32:34,smilysimon,3/14/2021,"-1, -2","tired, sleepy",had minimal sleep with a lot of work to do
3/16/2021 3:15:50,smilysimon,3/15/2021,"5, -1",content,i slept a lot
3/17/2021 19:56:31,smilysimon,3/16/2021,"6, 1",happy,did a lot of work but was not stressed
3/18/2021 6:50:13,smilysimon,3/17/2021,"6, 1",happy,all i did was play video games
3/19/2021 8:25:32,smilysimon,3/18/2021,"4, 1",content,did no work today but it was relaxing
3/20/2021 5:36:24,smilysimon,3/19/2021,"6, 1",happy,had a good day today
3/21/2021 6:14:38,smilysimon,3/20/2021,"6, -1",content,very chill day
3/22/2021 1:33:11,smilysimon,3/21/2021,"2, 1",happy,long day at work today but we doin aight
3/23/2021 0:54:22,smilysimon,3/22/2021,"2, -3",serene,trying to fix my sleep schedule it's kinda rough but we out here
3/23/2021 23:12:54,smilysimon,3/23/2021,"6, -1",content,did a lot of schoolwork today but it wasn't too bad we chillin
3/25/2021 3:38:45,smilysimon,3/24/2021,"5, -1",content,did no work today
3/25/2021 22:43:30,smilysimon,3/25/2021,"6, 1",happy,i had a really good dinner  hotpot)
3/27/2021 4:48:57,smilysimon,3/26/2021,"6, 1",happy,chill friday night
3/27/2021 23:58:32,smilysimon,3/27/2021,"6, 3",elated,hung out with friends in person today :)
3/28/2021 21:50:09,smilysimon,3/28/2021,"6, 1",happy,have a lot of work to do but idk it’s surprisingly a good day
3/29/2021 23:38:29,smilysimon,3/29/2021,"6, 1",happy,idk it was a good monday
3/30/2021 23:43:12,smilysimon,3/30/2021,"6, 1",happy,i slept really well last night
4/1/2021 7:20:38,smilysimon,3/31/2021,"6, 3",elated,submitted an assignment worth 25% of my mark feels good
4/2/2021 2:17:48,smilysimon,4/1/2021,"6, 1",happy,finished an assignment today :)
4/3/2021 1:16:04,smilysimon,4/2/2021,"6, -1",content,chill friday
4/4/2021 3:27:07,smilysimon,4/3/2021,"6, -1",content,lots of work to do but it's manageable =]
3/7/2021 1:09:44,sneakypancake,3/6/2021,"3, 1","relaxed, calm, neutral","was a bit underslept, but otherwise simply just okay"
3/7/2021 15:23:11,sneakypancake,3/7/2021,"3, -2","sleepy, relaxed, alright",
3/8/2021 17:22:14,sneakypancake,3/8/2021,"2, -2","calm, neutral, okay",days sort of feeling samey.  plus plenty scrobbles from lastfm discord server events i guess)
3/9/2021 19:03:48,sneakypancake,3/9/2021,"3, -2","calm, neutral, content",
3/10/2021 15:54:26,sneakypancake,3/10/2021,"1, -2","relaxed, okay, sad","same-y and decent through the day, sad just in later evening"
3/11/2021 19:03:50,sneakypancake,3/11/2021,"3, -2","content, calm, dormant",
3/13/2021 4:25:20,sneakypancake,3/12/2021,"3, 1","content, chill, happy",
3/13/2021 15:29:29,sneakypancake,3/13/2021,"2, -1","content, neutral",
3/14/2021 19:36:50,sneakypancake,3/14/2021,"2, -1","calm, neutral, soft",
3/15/2021 18:31:37,sneakypancake,3/15/2021,"0, -2","calm, sad",sad in just late evening really
3/16/2021 17:48:12,sneakypancake,3/16/2021,"1, -1","tired, calm, neutral, soft",
3/17/2021 18:50:40,sneakypancake,3/17/2021,"3, 0","relaxed, content, good",
3/18/2021 16:15:18,sneakypancake,3/18/2021,"1, -1","calm, tired",
3/19/2021 19:27:29,sneakypancake,3/19/2021,"3, 1","content, chill",
3/20/2021 19:03:51,sneakypancake,3/20/2021,"3, 0","calm, content, happy",
3/21/2021 19:01:21,sneakypancake,3/21/2021,"2, -2","calm, relaxed, chill",
3/22/2021 19:03:29,sneakypancake,3/22/2021,"2, -3","calm, chill, stagnant",
3/23/2021 18:30:39,sneakypancake,3/23/2021,"1, -2","chill, neutral",
3/24/2021 18:45:27,sneakypancake,3/24/2021,"2, -2","relaxed, calm, content",
3/25/2021 17:34:54,sneakypancake,3/25/2021,"2, -1","chill, relaxed","rather dormant, really"
3/26/2021 19:10:17,sneakypancake,3/26/2021,"3, 0","content, relaxed",
3/27/2021 14:31:00,sneakypancake,3/27/2021,"3, 0",content,
3/28/2021 19:02:36,sneakypancake,3/28/2021,"2, -1",calm,
3/30/2021 4:53:36,sneakypancake,3/29/2021,"2, -1",chill, in case i forgot to fill it out for 29th)
3/30/2021 18:26:34,sneakypancake,3/30/2021,"3, -1","content, relaxed",
3/31/2021 14:29:08,sneakypancake,3/31/2021,"1, -2",calm,
4/1/2021 19:02:41,sneakypancake,4/1/2021,"2, -1",chill,
4/4/2021 14:10:46,sneakypancake,4/3/2021,"2, 0",calm,
4/2/2021 19:51:33,sneakypancake ,4/2/2021,"3, 0",content,
3/3/2021 22:19:13,spacepunkx,3/4/2021,"-3, -4",tired,
3/7/2021 12:55:35,spacepunkx,3/6/2021,"5, 3",stressed,stressed mixed with anger
3/7/2021 13:33:56,spacepunkx,3/7/2021,"-3, -5",tired,numb
3/8/2021 13:40:47,spacepunkx,3/8/2021,"1, -1",calm,stress free and productive
3/10/2021 3:47:33,spacepunkx,3/9/2021,"4, -1",content,contemplative
3/10/2021 15:05:48,spacepunkx,3/10/2021,"3, -4",relaxed,productive
3/12/2021 1:02:04,spacepunkx,3/11/2021,"2, -4",relaxed,lazy
3/12/2021 21:11:40,spacepunkx,3/12/2021,"-4, -3",depressed,
3/13/2021 23:08:20,spacepunkx,3/13/2021,"-2, -1",upset,
3/14/2021 20:26:37,spacepunkx,3/14/2021,"-4, 4","nervous, calm, angry, hurt",
3/15/2021 23:00:55,spacepunkx,3/15/2021,"3, -5",calm,distracted
3/17/2021 0:16:22,spacepunkx,3/16/2021,"-5, 2",upset,"angry, tired, hopelessness"
3/18/2021 0:06:41,spacepunkx,3/17/2021,"-3, -2","sad, tense",
3/19/2021 0:37:31,spacepunkx,3/18/2021,"-3, 4",nervous,"upset, tense"
3/20/2021 1:24:41,spacepunkx,3/19/2021,"5, 3",alert,communicative
3/21/2021 1:05:42,spacepunkx,3/20/2021,"-5, 2",upset,"embarrassed, hurt, frustration"
3/22/2021 9:40:20,spacepunkx,3/21/2021,"-3, -4",bored,loss
3/22/2021 23:08:32,spacepunkx,3/22/2021,"-4, 3",stressed,"worried, angry"
3/24/2021 3:28:06,spacepunkx,3/23/2021,"3, -4",relaxed,"relieved, emotional"
3/24/2021 14:47:23,spacepunkx,3/24/2021,"-5, 3",stressed,"rage, frustration, tired"
3/25/2021 16:11:29,spacepunkx,3/25/2021,"3, -5",calm,
3/26/2021 16:27:09,spacepunkx,3/26/2021,"-5, -2",sad,"calm, elated"
3/28/2021 9:00:57,spacepunkx,3/27/2021,"-3, -5",tired,"frustrated, regret"
3/29/2021 1:46:00,spacepunkx,3/28/2021,"4, -4",relaxed,
3/29/2021 15:05:10,spacepunkx,3/29/2021,"-5, -3",depressed,"dread, agony, panic"
3/31/2021 6:02:34,spacepunkx,3/30/2021,"4, 4","excited, bored",longing
3/31/2021 18:24:42,spacepunkx,3/31/2021,"4, 4",excited,"nervous, self-loathing, calm"
4/1/2021 14:32:41,spacepunkx,4/1/2021,"3, -5",calm,nervous
4/2/2021 14:50:20,spacepunkx,4/2/2021,"5, 3",elated,
4/3/2021 16:16:52,spacepunkx,4/3/2021,"3, 5",alert,stimulated
4/4/2021 14:46:20,spacepunkx,4/4/2021,"-5, -1",sad,"lonely, bewildered "
3/7/2021 4:28:43,tieszofant,3/6/2021,"-2, 0","Sad, upset",
3/8/2021 4:46:05,tieszofant,3/7/2021,"2, -1","content, happy, relaxed",Listening habit: On monday and/or tuesday I mostly listen to Discovery Weekly on Spotify.
3/9/2021 2:36:16,tieszofant,3/8/2021,"-1, 5","nervous, tense",
3/10/2021 2:41:35,tieszofant,3/10/2021,"-1, 0","Sad, upset",
3/11/2021 19:28:01,tieszofant,3/9/2021,"-3, -3","Bored, depressed,  happy)",The majority of the day I was mostly bored and a little bit depressed. At the end of the day I was mostly happy.
3/11/2021 4:34:45,tieszofant,3/11/2021,"3, 0","Happy, content",
3/12/2021 19:28:00,tieszofant,3/12/2021,"2, -3","Relaxed, serene, calm",
3/13/2021 20:05:32,tieszofant,3/13/2021,"0, 4","Nervous, excited",
3/14/2021 19:11:39,tieszofant,3/14/2021,"2, 5","Tence, alert and happy",
3/16/2021 3:30:20,tieszofant,3/15/2021,"2, -1","content, serene, happy",
3/17/2021 3:28:26,tieszofant,3/16/2021,"0, 5","Tense, Alert",
3/17/2021 19:01:53,tieszofant,3/17/2021,"4, 0","Happy, content",
3/18/2021 19:10:40,tieszofant,3/18/2021,"-1, -2","Depressed, bored",
3/19/2021 19:56:47,tieszofant,3/19/2021,"-4, 2","Angry, stressed",
3/20/2021 19:03:19,tieszofant,3/20/2021,"1, -1","Calm, relaxed",
3/21/2021 19:20:56,tieszofant,3/21/2021,"-3, 3","Stressed, nervous",
3/23/2021 2:52:45,tieszofant,3/22/2021,"-2, -3","Bored, depressed",
3/24/2021 3:31:35,tieszofant,3/23/2021,"-2, 3","stressed, nervous and a little bit tense",
3/25/2021 3:35:14,tieszofant,3/24/2021,"-2, 4","Tense, nervous",
3/25/2021 19:13:52,tieszofant,3/25/2021,"-1, 5","Nervous, tense",
3/27/2021 2:31:32,tieszofant,3/26/2021,"0, 5","Tense, alert",
3/27/2021 19:17:00,tieszofant,3/27/2021,"-1, 3","Stressed, tense",
3/30/2021 2:38:28,tieszofant,3/28/2021,"-1, -4","bored, tired",Sometimes I was overthinking alot
